0.0 3.67925e-06
250.0 2.81986e-06
500.0 1.25242e-06
750.0 3.661e-07
1000.0 2.61691e-07
1250.0 2.83642e-07
1500.0 2.56083e-07
1750.0 1.69112e-07
2000.0 1.54657e-07
2250.0 1.30757e-07
2500.0 6.28613e-08
2750.0 5.81142e-08
3000.0 3.85597e-08
3250.0 3.96449e-08
3500.0 2.08406e-08
3750.0 1.52129e-08
4000.0 3.75551e-08
4250.0 2.00519e-08
4500.0 2.6305e-08
4750.0 7.01942e-08
5000.0 1.00691e-07
5250.0 1.20148e-07
5500.0 1.16307e-07
5750.0 1.20637e-07
6000.0 1.27868e-07
6250.0 8.14108e-08
6500.0 5.43474e-08
6750.0 5.77613e-08
7000.0 3.58899e-08
7250.0 3.04465e-08
7500.0 9.54901e-09
7750.0 1.79328e-08
8000.0 2.20749e-08
8250.0 2.14707e-08
8500.0 1.86761e-08
8750.0 1.23e-08
9000.0 2.02839e-08
9250.0 2.61452e-08
9500.0 3.52161e-08
9750.0 3.524e-08
10000.0 9.54901e-09
10250.0 3.82219e-08
10500.0 3.95109e-08
10750.0 3.98871e-08
11000.0 4.91334e-08
11250.0 5.38348e-08
11500.0 3.0674e-08
11750.0 9.54901e-09
12000.0 3.51923e-08
12250.0 4.65435e-08
12500.0 3.25127e-08
12750.0 5.3762e-08
13000.0 6.69005e-08
13250.0 5.16223e-08
13500.0 3.16227e-08
13750.0 1.42269e-08
14000.0 2.24669e-08
14250.0 1.88412e-08
14500.0 9.54901e-09
14750.0 1.62124e-08
15000.0 3.47426e-08
15250.0 4.06503e-08
15500.0 4.90337e-08
15750.0 4.31745e-08
16000.0 3.84815e-08
16250.0 2.96131e-08
16500.0 5.117e-08
16750.0 5.49021e-08
17000.0 4.29704e-08
17250.0 4.3763e-08
17500.0 2.51557e-08
17750.0 1.05552e-08
18000.0 3.20755e-08
18250.0 2.61452e-08
18500.0 9.54901e-09
18750.0 9.54901e-09
19000.0 1.12106e-08
19250.0 9.54901e-09
19500.0 9.54901e-09
19750.0 1.26804e-08
20000.0 2.50877e-08
20250.0 2.15143e-08
20500.0 1.68046e-08
20750.0 4.1766e-08
21000.0 3.8196e-08
